Id,Speaker,Text,NextId,EmotionKey,TriggerKey,ConditionKey,EventKey,Choices,AutoNextSeconds,ChapterKey,RouteKey,EndingKey,Background,Bgm,Se,Voice,Characters,ScreenEffect
1000039,少女,半分正解,1000040,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000040,地の文,少女が、また一歩近づく。,1000041,narration,,,,,,,,,,,,,
1000041,レイ,残りは？,1000042,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000042,少女,私が何て言ってほしいか、探してる,1000043,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000043,地の文,レイは答えない。少女の声がすぐそばまで近づいてくる。,1000044,narration,,,,,,,,,,,,,
1000044,少女,ないよ,1000045,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000045,少女,正解,1000046,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000046,地の文,少女は地面に落ちた銃を一瞥し、拾わずに両手を広げた。,1000047,narration,,,,,,,,,,,,,
1000047,少女,これなら？,1000048,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000048,地の文,雨だけが、二人の間を流れ落ちる。,1000049,narration,,,,,,,,,,,,,
1000049,レイ,撃たないのですか,1000050,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000050,少女,撃ってほしい？,1000051,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000051,レイ,違います,1000052,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000052,少女,じゃあ、どうして聞いたの？,1000053,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000053,地の文,答えられない。視界の端に、白い光が二つ浮かんだ。,1000054,narration,,,,,,,,,,,,,
1000054,地の文,左右に文字があるが、ノイズに潰れて読めない。,1000055,narration,,,,,,,,,,,,,
1000055,地の文,選択肢だけが残っていた。どちらかを選べ。間違えるな。正しい方を。いつも通りに。,1000056,narration,,,,,,,,,,,,,
1000056,少女,レイ,1000057,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000057,レイ,今回は――,1000058,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000058,地の文,何かを言っている。雨音に消える。,1000059,narration,,,,,,,,,,,,,
1000059,少女,――の答えじゃなくて,1000060,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000060,地の文,遠くの塔が光った。一瞬で夜が白くなる。最後の言葉だけが、すぐ耳元で聞こえた。,1000061,narration,,,,,,,,,,,,,
1000061,レイ,自分で決めて,1000062,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000062,地の文,目を開ける。白い天井があった。レイは動かなかった。右手だけを持ち上げる。,1200001,narration,,,,,,,,,lab_room_white#cut,sterile_low#fade:0.5,distant_drone,,*|Rei@center:blank#fadein,zoom_in
1200001,地の文,血はない。左肩も痛くない。掌には爪の跡が四つ残っていた。枕元の表示が切り替わる。,1000063,narration,,,,,,,,,,,,,
1000063,地の文,06:00睡眠記録の同期を完了しました。続いて、短い電子音。,1200002,narration,,,,,,,,,,,,,
1200002,地の文,候補者R-00。起床してください。第一評価室への入室まで、残り十二分です。,1000064,narration,,,,,,,,,,,,,
1000064,地の文,レイは身体を起こした。雨。青い塔。顔の見えない少女。知らない場所。,1200003,narration,,,,,,,,,,,,,
1200003,地の文,知らないはずなのに、夢の中では不思議に思わなかった。壁面の収納が開く。,1000065,narration,,,,,,,,,,,,,
1000065,地の文,今日の制服が入っている。レイはベッドから降りた。,1200004,narration,,,,,,,,,,,,,
1200004,地の文,夢について考えるのをやめた。考えても確認する方法がない。制服へ腕を通す。,1200005,narration,,,,,,,,,,,,,
1200005,地の文,髪を整える。胸元の識別表示。,1000066,narration,,,,,,,,,,,,,
1000066,地の文,R-00異常なし。扉が開いた。,1000067,narration,,,,,,,,,,,,,
1000067,地の文,朝食には、焼いた魚と野菜のスープが出た。,1000068,narration,,,,,,,,,,,,,
1000068,アサヒ,昨日より薄い,1000069,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000069,地の文,向かいに座ったアサヒが言った。レイはスープを一口飲む。,1000070,narration,,,,,,,,,,,,,
1000070,レイ,塩分濃度は昨日とほぼ同じです,1000071,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000071,アサヒ,そういうことじゃない,1000072,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000072,レイ,薄いと言いました,1000073,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000073,アサヒ,味の話,1000074,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000074,レイ,味覚には個人差があります,1000075,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000075,アサヒ,朝から正論で殴らないでくれる？,1000076,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000076,地の文,隣からフォークが伸びてきた。アサヒの皿から、小さな人参が消える。,1000077,narration,,,,,,,,,,,,,
1000077,アサヒ,おい,1000078,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000078,地の文,ユイが口へ放り込んだ。,1000079,narration,,,,,,,,,,,,,
1000079,ユイ,何,1000080,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000080,アサヒ,俺の,1000081,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000081,ユイ,残してたじゃん,1000082,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000082,アサヒ,最後に食うつもりだった,1000083,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000083,レイ,人参を？,1000084,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000084,アサヒ,悪いか,1000085,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000085,ユイ,変わってるね,1000086,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000086,アサヒ,人の朝飯を盗むやつに言われたくない,1000087,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000087,地の文,ユイは笑う。,1000088,narration,,,,,,,,,,,,,
1000088,ユイ,レイもいる？,1000089,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000089,レイ,必要ありません,1000090,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000090,ユイ,ほら。レイは優しい,1000091,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000091,アサヒ,断られてるんだよ,1000092,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000092,レイ,解釈の問題,1000093,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000093,地の文,配膳口の横で、職員がこちらを見る。アサヒが先に気づいた。,1000094,narration,,,,,,,,,,,,,
1000094,アサヒ,ユイ,1000095,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000095,ユイ,分かってる,1000096,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000096,地の文,ユイは姿勢を戻す。職員が近づいてきた。,1000097,narration,,,,,,,,,,,,,
1000097,職員,N-17,1000098,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000098,ユイ,はい,1000099,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000099,職員,左手を,1000100,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000100,地の文,ユイが腕を出す。職員は手首の健康端末へ機器を当てた。,1000101,narration,,,,,,,,,,,,,
1000101,職員,昨夜、鉄分値が基準を下回っています,1000102,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000102,ユイ,元気ですけど,1000103,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000103,職員,自覚症状と数値は一致しない場合があります。本日から補助剤を追加します,1000104,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000104,ユイ,苦いやつ？,1000105,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000105,職員,無味です,1000106,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000106,ユイ,じゃあいいや,1000107,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000107,地の文,小さな錠剤と水が渡される。ユイは飲み込んだ。,1000108,narration,,,,,,,,,,,,,
1000108,ユイ,ありがとうございます,1000109,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000109,地の文,職員は頷き、次のテーブルへ向かう。ユイがその背中を見送る。,1000110,narration,,,,,,,,,,,,,
1000110,ユイ,こういうのはありがたいんだけどなあ,1000111,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000111,アサヒ,何が？,1000112,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000112,ユイ,なんでもない,1000113,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000113,地の文,ユイはスープを飲む。アサヒはそれ以上聞かなかった。,1200006,narration,,,,,,,,,,,,,
1200006,地の文,レイにも聞く理由はなかった。朝食終了の音が鳴る。三人は立ち上がった。,1000114,narration,,,,,,,,,,,,,
1000114,地の文,第一評価室には、二十席あった。机の間には透明な仕切り。,1200007,narration,,,,,,,,,,,,,
1200007,地の文,正面の大きな画面に、今日の日付だけが表示されている。,1200008,narration,,,,,,,,,,,,,
1200008,地の文,候補者たちが座り終わると照明が少し落ちた。,1000115,narration,,,,,,,,,,,,,
1000115,教官,本日の資源配分適性評価を開始します,1000116,,,,,,,,,,,,,,*|Placeholder@center:neutral
1000116,地の文,教官の声。,1000117,narration,,,,,,,,,,,,,
1000117,教官,現在の政策決定に用いられる条件を簡略化した問題です。,1200009,,,,,,,,,,,,,,*|Placeholder@center:neutral
1200009,教官,提示された情報から判断してください,1000118,,,,,,,,,,,,,,
1000118,地の文,画面が変わる。地図。二つの地域。発電用予備セル：一単位,1000119,narration,,,,,,,,,,,,,
1000119,地の文,A地域医療施設の非常電源が六時間後に停止。,1200010,narration,,,,,,,,,,,,,
1200010,地の文,人工呼吸器を使用中の患者二十三名。次回の補給予定は十八時間後。,1000120,narration,,,,,,,,,,,,,
1000120,地の文,B地域浄水設備が四時間後に停止。居住人口一万四千六百二十名。,1200011,narration,,,,,,,,,,,,,
1200011,地の文,修理班の到着予定は三十時間後。,1200012,narration,,,,,,,,,,,,,
1200012,地の文,給水停止が二十四時間を超えた場合、感染症拡大の危険が急増。,1000121,narration,,,,,,,,,,,,,
1000121,地の文,予備セルをA地域へ送る予備セルをB地域へ送る選択時間が減っていく。,1200013,narration,,,,,,,,,,,,,
1200013,地の文,レイはBを押した。七秒。画面が次へ進む。復旧確率。輸送時間。代替手段。,1000122,narration,,,,,,,,,,,,,
1000122,地の文,追加情報を含めても判断は変わらない。B。決定。,1200014,narration,,,,,,,,,,,,,
1200014,地の文,評価完了周囲ではまだ入力音が続いていた。しばらくして、全員の画面が暗くなる。,1000123,narration,,,,,,,,,,,,,
1000123,システム音声,結果を表示します,1000124,,,,,,,,,,,,,,
1000124,地の文,レイの机。,1200015,narration,,,,,,,,,,,,,
1200015,地の文,総合評価　S判断時間　上位1%予測モデルとの一致率　99.2%隣の列。,1200016,narration,,,,,,,,,,,,,
1200016,地の文,アサヒが画面を見て、小さく息を吐いた。A評価。,1000125,narration,,,,,,,,,,,,,
1000125,地の文,少し離れた場所では、ユイが椅子へ深く座り直していた。画面は見えない。,1000126,narration,,,,,,,,,,,,,
1000126,教官,N-17,1000127,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000127,ユイ,はい,1000128,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000128,教官,最終判断の理由を説明してください,1000129,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000129,地の文,教官の声が室内へ流れる。,1000130,narration,,,,,,,,,,,,,
1000130,ユイ,目の前で死ぬ人がいるからです,1000131,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000131,教官,B地域の被害予測は確認しましたか,1000132,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000132,ユイ,しました,1000133,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000133,教官,二十三名を優先した結果、より多くの健康被害が発生する可能性があります,1000134,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000134,ユイ,可能性ですよね,1000135,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000135,教官,高い確率です,1000136,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000136,ユイ,でも、Aの二十三人は今止めたら死ぬんですよね,1000137,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000137,地の文,教室の空気が変わった。アサヒが前を向いたまま、ほんの少し眉を動かす。,1000138,narration,,,,,,,,,,,,,
1000138,教官,感情的な近接性によって判断を変えていませんか,1000139,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000139,ユイ,変えてます,1000140,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000140,地の文,即答だった。数人がユイを見る。,1000141,narration,,,,,,,,,,,,,
1000141,教官,それを問題だとは考えませんか,1000142,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000142,ユイ,考えます,1000143,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000143,教官,それでも判断を変更しない？,1000144,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000144,ユイ,はい,1000145,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000145,地の文,沈黙。,1000146,narration,,,,,,,,,,,,,
1000146,教官,回答を記録しました。N-17は本日の午後、再評価を行います,1000147,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000147,ユイ,はい,1000148,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000148,地の文,ユイは小さく肩を落とした。評価終了の音。候補者たちが立ち上がる。,1000149,narration,,,,,,,,,,,,,
1000149,アサヒ,またやったな,1000150,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000150,地の文,廊下へ出た途端、アサヒが言った。,1000151,narration,,,,,,,,,,,,,
1000151,ユイ,何が,1000152,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000152,アサヒ,分かってるだろ,1000153,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000153,ユイ,私はAだと思ったからAにしただけ,1000154,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000154,アサヒ,それで毎回呼ばれてるじゃん,1000155,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000155,ユイ,呼ばれるくらいならいいでしょ,1000156,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000156,アサヒ,今のところはな,1000157,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000157,地の文,ユイが足を止める。,1000158,narration,,,,,,,,,,,,,
1000158,ユイ,何それ,1000159,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000159,アサヒ,別に,1000160,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000160,ユイ,その言い方嫌い,1000161,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000161,アサヒ,俺は余計なこと言わないようにしてるだけ,1000162,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000162,ユイ,それが嫌い,1000163,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000163,地の文,アサヒは答えず歩き出した。ユイが舌を出す。レイは二人の後ろを歩いた。,1000164,narration,,,,,,,,,,,,,
1000164,ユイ,レイ,1000165,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000165,地の文,ユイが振り返る。,1000166,narration,,,,,,,,,,,,,
1000166,レイ,何ですか,1000167,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000167,ユイ,もしさ,1000168,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000168,レイ,はい,1000169,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000169,ユイ,Aにいるのが私だったら、どっち選ぶ？,1000170,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000170,レイ,条件は同じですか,1000171,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000171,ユイ,同じ,1000172,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000172,レイ,Bです,1000173,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000173,ユイ,ほら,1000174,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000174,地の文,ユイが頬を膨らませる。,1000175,narration,,,,,,,,,,,,,
1000175,ユイ,ちょっとくらい迷ってよ,1000176,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000176,レイ,数値は変わりません,1000177,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000177,ユイ,そうじゃなくて,1000178,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000178,地の文,ユイがレイの前へ回る。,1000179,narration,,,,,,,,,,,,,
1000179,ユイ,じゃあ逆。レイがAにいたら？,1000180,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000180,レイ,Bです,1000181,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000181,ユイ,自分も捨てるの？,1000182,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000182,レイ,必要なら,1000183,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000183,ユイ,……すごいなあ,1000184,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000184,地の文,ユイは笑っている。でも、その答えを求めていない。レイには分かった。,1200017,narration,,,,,,,,,,,,,
1200017,地の文,このあと何を言えば、ユイが喜ぶかも分かる。,1000185,narration,,,,,,,,,,,,,
1000185,レイ,ただ,1000186,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000186,地の文,ユイの目が動いた。,1000187,narration,,,,,,,,,,,,,
1000187,レイ,ユイが目の前にいた場合、判断に時間がかかる可能性はあります,1000188,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000188,地の文,ユイの顔が明るくなる。,1000189,narration,,,,,,,,,,,,,
1000189,ユイ,ほんと？,1000190,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000190,レイ,はい,1000191,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000191,地の文,嬉しい。そう言ってほしかった。アサヒが振り返る。,1000192,narration,,,,,,,,,,,,,
1000192,アサヒ,それ、本当にレイが思ってる？,1000193,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000193,地の文,レイを見る。今度はアサヒが何を望んでいるか分かった。正直に答えてほしい。,1000194,narration,,,,,,,,,,,,,
1000194,レイ,分かりません,1000195,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000195,地の文,ユイの笑顔が止まる。,1000196,narration,,,,,,,,,,,,,
1000196,ユイ,え,1000197,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000197,レイ,ユイがその回答を求めていたので,1000198,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000198,ユイ,……,1000199,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000199,レイ,だから言いました,1000200,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000200,アサヒ,レイさあ,1000201,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000201,地の文,ユイが額を押さえた。,1000202,narration,,,,,,,,,,,,,
1000202,ユイ,そういうところ、ほんっと嫌い,1000203,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000203,レイ,すみません,1000204,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000204,ユイ,謝ってほしいわけじゃない,1000205,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000205,レイ,では――,1000206,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000206,ユイ,ほら、それ,1000207,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000207,地の文,ユイは歩き出す。二歩進んでから、振り返った。,1000208,narration,,,,,,,,,,,,,
1000208,ユイ,でも、ちょっとだけ嬉しかったから、もっと嫌,1000209,,,,,,,,,,,,,,*|PlaceholderLeft@left:neutral|PlaceholderRight@right:neutral
1000209,地の文,今度は本当に笑った。アサヒが横から小さく言う。,1000210,narration,,,,,,,,,,,,,
1000210,アサヒ,便利だけど、面倒な能力だな,1000211,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000211,レイ,能力？,1000212,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000212,アサヒ,レイのそれ,1000213,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000213,レイ,普通ではないのですか,1000214,,,,,,,,,,,,,,*|Rei@left:blank|PlaceholderRight@right:neutral
1000214,アサヒ,普通の人は、そこまで分からない,1000215,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
1000215,地の文,アサヒは前を向く。,1000216,narration,,,,,,,,,,,,,
1000216,アサヒ,分からないから、聞くんだよ,1000217,,,,,,,,,,,,,,*|PlaceholderRight@right:neutral|Rei@left:blank
